"id","text","label","confidence"
"10239674864474861-reply-0001-0002","Trần Bông Mai .","0","0.6"
"10239674864474861-reply-0002-0001","Trần Bông Mai e cũng đội 2, nhờ mng cứu lấy hội phú với ạ","0","0.6"
"10239674864474861-reply-0004-0001","Lieu TB Tran","0","0.6"
"10239674864474861-reply-0005-0001","Cẩm Trinh","0","0.6"
"10239674864474861-reply-0007-0001","Hang Pham c liên hệ xem.có giúp dc gì ko nhen c","0","0.6"
"10239674864474861-reply-0008-0001","Vũ Trọng Bằng","0","0.6"
"10239674864474861-reply-0009-0001","Kim Anh Vu .","0","0.6"
"10239674864474861-reply-0010-0001","Promise Bom Bom","0","0.6"
"10239674864474861-reply-0011-0004","Huy Nguyen a ơi giúp anh ấy với ah.","0","0.6"
"10239674864474861-reply-0011-0006","Huy Nguyen Thôn Mỹ long, xã an dân, tuy an, Phú yên cũ. Cần cứu hộ. Nơi đó vùng hẻo lánh có 100 mấy hộ dân thôi cây cối nhiều nên không có ai vào cứu hộ. Nước  những nhà thấp lúc mái hết rồi ạ.","0","0.6"
"10239674864474861-reply-0011-0009","Huy Nguyen https://www.facebook.com/share/p/1Cs9dUhVyr/?mibextid=wwXIfr","0","0.6"
"10239674864474861-top-0012","Cần gấp xe 3 chân -chở 3 cano từ Đà Nẵng vào Quy Nhơn (Điểm thả cano , Quy Nhơn Bắc ) 
Sdt :0786768686
Nhờ gấp  hôm nay ,nhờ cả nhà ưu tiên xe ở Đà Nẵng. Chúng tôi chi trả chi phí!","0","0.6"
"10239674864474861-reply-0012-0001","Huy Nguyen để em liên hệ chở giúp","0","0.6"
"10239674864474861-reply-0012-0002","Cầu xin hãy cứu bà con vùng, Huyện đồng xuân cũ 👏👏","0","0.6"
"10239674864474861-reply-0012-0003","Huy Nguyen Dạ
Hiện tại bà con Đội 3- Tân Hoà- Xuân Sơn Nam - Đồng Xuân - Phú Yên( cũ)! Nước lớn -ngập sâu không thấy mái rồi. Bà con không di chuyển đi vùng an toàn được nữa ! Cần được hỗ trợ đưa người ra vùng an toàn lắm ạ","0","0.6"
"10239674864474861-reply-0012-0004","Ai có xe tải 3 chân tại Đà Nẵng liên hệ với Hồ Ngọc Thanh nhé","0","0.6"
"10239674864474861-reply-0012-0005","Huy Nguyen em liên hệ được rồi anh ạh! Ae đang sắp xếp đi","0","0.6"
"10239674864474861-reply-0012-0006","Huy Nguyen em có 200 lốc nước sạch,nghe nói trong đó đang cần nước sạch.Có xe nào từ Đà Nẵng_Quảng Nam vào Quy Nhơn  cứu trợ,em xin gửi theo vs ạh","0","0.6"
"10239674864474861-reply-0012-0009","Huy Nguyen anh Huy ơi, anh có ai trong chỗ Tuy Phước gần chùa hang giúp ba má em với, ba em chịu ko nổi nữa rồi, ba bị tai biến ạ.91 Nguyễn Huệ , tuy Phước đoạn cổng chào ạ","0","0.6"
"10239674864474861-reply-0013-0001","Huy Nguyen cứu đc chưa anh","0","0.6"
"10239674864474861-reply-0013-0002","Huy Nguyen anh Huy ơi xin anh cứu giúp em tình hình lũ lụt phú yên quá lớn nhà có mẹ già 87 tuổi cu tý nhỏ một phụ nữ hiện giờ nước lớn nên nhờ anh ủng hộ cano cứu giúp  đến nơi cư trú thôn Mỹ điền xã hòa thịnh tây hòa phú yên củ  hiện nay tỉnh đắc lắc","0","0.6"
"10239674864474861-reply-0013-0003","Huy Nguyen trời ơi thương ri","0","0.6"
"10239674864474861-top-0014","Thủy điện sông Ba Hạ ( Phú Yên) đang xả 10200m3/s.
Toàn bộ 12 cửa xả đã mở.
TT Củng Sơn ở hạ du nước vượt bđ 3 gần 2m!!","0","0.6"
"10239674864474861-reply-0014-0001","Huy Nguyen  hơn 12 nghìn rồi a","0","0.6"
"10239674864474861-reply-0014-0002","Huy Nguyen Nước ngập sâu lắm hè 😭😭😭","0","0.6"
"10239674864474861-reply-0014-0003","Huy Nguyen thế thì bà con dễ lâm nguy","0","0.6"
"10239674864474861-reply-0014-0005","Huy Nguyen tội xả nước như thế này cho vào tội giết người mới yên được tích nước vô tội vạ","0","0.6"
"10239674864474861-reply-0014-0006","Huy Nguyen khổ..nước mưa, nước thủy điện..nhà dân ngập hết rồi, thương lắm..","0","0.6"
"10239674864474861-reply-0014-0008","Huy Nguyen 11.700m3/s rồi chú ơi. Nhà khu Thạnh Hội Sơn Hòa Phú Yên ko thấy mái nữa","0","0.6"
"10239674864474861-reply-0014-0009","Huy Nguyen không biết các xếp tính toán thế nào để giảm lượng xả, xả dần chứ xả lớn thế này thì ai đỡ được. Mà nghe bảo bây giờ xả trên 12 ngàn m3/s rồi","0","0.6"
"10239674864474861-reply-0014-0010","Huy Nguyen quá khủng khiếp","0","0.6"
"10239674864474861-top-0015","Em có xe cẩu tự hành 4 chân ở Đà nẵng. Ae chở Cano vào Bình Định em chở giúp","0","0.6"
"10239674864474861-reply-0015-0002","Sơn Lê Pham Huu Duc Anh 🥰","0","0.6"
"10239674864474861-reply-0015-0003","Sơn Lê Cần gấp xe 3 chân -chở 3 cano từ Đà Nẵng vào Quy Nhơn (Điểm thả cano , Quy Nhơn Bắc ) 
Sdt :0786768686
Nhờ gấp  hôm nay ,nhờ cả nhà ưu tiên xe ở Đà Nẵng. Chúng tôi chi trả chi phí!","0","0.6"
"10239674864474861-reply-0015-0005","Sơn Lê Tuyệt vời quá anh ơi!chúc anh và gia đình vạn sự an lành.","0","0.6"
"10239674864474861-reply-0015-0007","Sơn Lê nhanh lên Sơn ơi càng sớm càng tốt","0","0.6"
"10239674864474861-reply-0015-0008","Sơn Lê ❤️❤️❤️","0","0.6"
"10239674864474861-reply-0015-0010","Sơn Lê công đức vô lượng.🙏🏻🙏🏻🙏🏻","0","0.6"
"10239674864474861-reply-0016-0001","Trần Bông Mai","0","0.6"
"10239674864474861-top-0017","Mọi nguời nên gọi to,ra hiệu vẫy tay,hoặc dùng vật gì làm tính hiệu cầu cứu khi nghe tiếng máy hoặc thấy cano cứu hộ đi qua.còn dùng điện thoại sẽ ko hẳn là hiệu quả.

Đội sos mân côi hà tĩnh sẽ vào giúp phú yên trong đêm.
Mong mọi người bình an🙏","0","0.6"
"10239674864474861-reply-0017-0001","Mong đến bà con sông cầu","0","0.6"
"10239674864474861-reply-0017-0004","Hòa Lan mong đội ghé qua cầu lò gốm An Thach Tuy An, nhà ngập mái nếu lớn nữa k biết làm sao😓","0","0.6"
"10239674864474861-reply-0017-0005","Hòa Lan mong a vào phú Yên cứu người dân ở xóm soi xã Phước Hòa huyện Đồng Xuân nhiều người bị mắc kẹt trong nhà trên mái sáng h kêu cứu nhưng vẫn chưa đc cứu .","0","0.6"
"10239674864474861-reply-0017-0006","4 thuyền và 8 thành viên đã đi vào phú yên.sáng mai sẽ đến nơi giúp bà con.
Mọi người theo dõi sos mân côi hà tĩnh để đc hỗ trợ nhé.","0","0.6"
"10239674864474861-reply-0018-0001","Trần Bông Mai","0","0.6"
"10239674864474861-reply-0018-0003","Trần Bông Mai nhìn thóp tim ý","0","0.6"
"10239674864474861-reply-0018-0004","Trần Bông Mai Nam Mô Đại Từ Đại Bi Cứu Khổ Cứu Nạn Quán Thế Âm Bồ Tát 🙏🙏🙏","0","0.6"
"10239674864474861-reply-0018-0006","Trần Bông Mai ui trời oi","0","0.6"
"10239674864474861-reply-0018-0008","Trần Bông Mai c liên hệ xem dc gì ko.nhen c","0","0.6"
"10239674864474861-reply-0018-0009","Ngọc Yến khóc luôn c ạ!","0","0.6"
"10239674864474861-reply-0018-0010","Ngọc Yến thấy mà khóc theo!","0","0.6"
"10239674864474861-top-0020","Mn cứu giúp 2 ông bà 80 tuổi, ko có điện thoại, ko liên lạc được. 
Gần quán bánh mì Mĩ Lệ
An Thạch, xã Tuy An Đông","0","0.6"
"10239674864474861-reply-0021-0001","Huong Bluesea chỗ nhà mình ngập sâu ah chị hic","0","0.6"
"10239674864474861-top-0022","Bichkim Nguyen , cần cứu hộ kêu cứu vào đây nhé, mong gia đình e và bà con được cứu hộ sớm nhất","0","0.6"
"10239674864474861-top-0023","Sau ĐH Quang trung- Quy nhơn còn 1 xóm 3 nhà cần đc đưa ra sớm 091 4955868","0","0.6"
"10239674864474861-top-0025","Sao năm nay thiên tai nhiều và dai dẳng vậy a?","0","0.6"
"10239674864474861-reply-0027-0001","Trâm Nguyễn mong đội cứu hộ cứu giúp. Ông bà lớn tuổi đau bệnh ngâm nước sâng giờ rồi.","0","0.6"
"10239674864474861-reply-0027-0002","Trâm Nguyễn 🙏🙏","0","0.6"
"10239674864474861-reply-0027-0003","Trâm Nguyễn cứu nhà e vs mn ơi","0","0.6"
"10239674864474861-reply-0027-0004","mong các bác giúp đỡ với ạ","0","0.6"
"10239674864474861-top-0028","Ở Khánh Hoà bạn Nhân Hòa cần cứu trợ ạ","0","0.6"
"10239674864474861-top-0029","Luong Vu Trong Nghia em nhắn tin cầu cứu lên đây, càng chi tiết địa điểm và hiện trạng càng tốt","0","0.6"
"10239674864474861-top-0031","Nhờ cộng động giúp b mình ạ 🥲","0","0.6"
"10239674864474861-top-0032","Mọi người cứu hộ giúp ba má em với .ở 91 Nguyễn Huệ , tuy Phước gần chùa hang chỗ cổng chào, nhà có bộ cửa kéo trước .ba em bị tai biến, nước sâu quá.má em canh ba trong nhà ko ra cửa trước được.mọi người ơi ai vào cứu giúp em với ạ","0","0.6"
"10239674864474861-reply-0032-0001","Giúp em với mọi người ơi","0","0.6"
"10239674864474861-reply-0032-0002","Nguyễn Thị Tuyết .","0","0.6"
"10239674864474861-reply-0032-0004","Nguyễn Thị Tuyết mọi người chia sẽ mạnh tay lên để cứu giúp gia đình này","0","0.6"
"10239674864474861-reply-0032-0005","Giúp bạn ấy với","0","0.6"
"10239674864474861-reply-0032-0006","Nguyễn Thị Tuyết .","0","0.6"
"10239674864474861-reply-0032-0007","Nguyễn Thị Tuyết ...","0","0.6"
"10239674864474861-reply-0032-0008","Nguyễn Thị Tuyết .","0","0.6"
"10239674864474861-reply-0032-0009","Nguyễn Thị Tuyết khổ chưa....có ai giúp cho em ấy với...","0","0.6"
"10239674864474861-reply-0034-0001","Mong cả nhà mau được cứu","0","0.6"
"10239674864474861-reply-0034-0003","A Huy Nguyen  oi","0","0.6"
"10239674864474861-reply-0034-0005","Nguyễn Thu Hồng","0","0.6"
"10239674864474861-reply-0037-0001","Anna Thơ Ngô .","0","0.6"
"10239674864474861-reply-0037-0003","Anna Thơ Ngô !!!","0","0.6"
"10239674864474861-reply-0037-0004","Anna Thơ Ngô .","0","0.6"
"10239674864474861-reply-0037-0005","Anna Thơ Ngô 202563707079 02692481011 Đây là 2 số điện thoại của Ban chỉ huy phòng thủ dân sự phường Quy Nhơn Tây.","0","0.6"
"10239674864474861-top-0038","Ra chưa em","0","0.6"
"10239674864474861-top-0044","Huy Nguyen","0","0.6"
"10239674864474861-top-0045","Linh Lins","0","0.6"
"10239674864474861-top-0048","Ha Tran","0","0.6"
"10239674864474861-top-0049","Quy Tran","0","0.6"
"10239674864474861-reply-0050-0001","Ngọc Hữu 🙏","0","0.6"
"10239674864474861-reply-0050-0005","Ngọc Yến lướt fb mọi người kêu cứu mà xót thương🥲🥲","0","0.6"
"10239674864474861-top-0051","Cứu gấp gđ c này có con nhỏ ạ","0","0.6"
"10239674864474861-top-0053","Mới đăng ạ mong đc giúp đỡ","0","0.6"
"10239674864474861-top-0054","Xin nhờ anh Huy giúp","0","0.6"
"10239674864474861-top-0058","Dừng lại được rồi ôn ơi","0","0.6"
"10239674864474861-top-0062","Cứuuu ❌
Khu vực đội 3, thôn Tân Hoà, xã Đồng Xuân (Phú Yên cũ ), hiện tại khu vực nhà ngập hết nhà cần được hỗ trợ ạ","0","0.6"
"10239674864474861-top-0069","Nhiều lắm anh ơi. Tội bà con quá","0","0.6"
"10239674864474861-top-0075","Đọc những tin cầu cứu mà thương , mong trời ngừng mưa , nước rút nhanh , mọi người bình an","0","0.6"
"10239674864474861-top-0080","Nam mô a di đà phật. Cầu cho qua kiếp nạn","0","0.6"
"10239674864474861-top-0081","Ai giúp bạn ấy với ạ. Ở Phú Yên cũ ạ.","0","0.6"
"10239674864474861-top-0084","Không gọi được cho người thân thật sự rất lo lắng ạ","0","0.6"
"10239674864474861-top-0086","Giúp dùm cả nhà oi","0","0.6"
"10239674864474861-top-0091","Giúp chị này với ạ, ở lạc chỉ - Hoà Mỹ Đông - Tây Hoà - Phú Yên ạ","0","0.6"
"10239674864474861-reply-0091-0001","Cứu cứu","0","0.6"
"10239674864474861-top-0093","Mong mn tất ca binh an","0","0.6"
"10239674864474861-top-0094","Khu vực nhà thờ Mằng Lăng thôn hội tín , An Thạch.cũ , Tuy An , Phú Yên  nhà ngập hết rồi tất cần cứu hộ  mà gọi ko được","0","0.6"
"10239674864474861-top-0100","Có cano mới cập nhật thêm mn gọi thử nha","0","0.6"
"10239674864474861-top-0102","Tội quá","0","0.6"
"10239674864474861-top-0104","Ông trời ổng làm cho đủ luôn từ ngoài vô trong luôn ớn thiệt","0","0.6"
"10239674864474861-top-0109","Khu vực gần Vietcombank Phú Tài có Đội nào đang ở gần giúp đỡ","0","0.6"
"10239674864474861-top-0112","A di đà Phật","0","0.6"
"10239674864474861-top-0113","Thương miền trung quá 🥲","0","0.6"
"10239674864474861-top-0116","Đêm nay xuống Đông Hòa bạn ơi bà con dưới đó kêu cứu nhiều quá","0","0.6"
"10239674864474861-top-0120","Tuy phước Nước lên cao quá. Mưa vẫn còn to, ngày mai mưa có giảm hơn không ạ","0","0.6"
"10239674864474861-top-0121","Khu phố 1, hòa vinh đông hoà Phú yên cũ anh ơi","0","0.6"
"10239674864474861-top-0122","Có cách nào phân loại ra từng khu vực ko anh ơi Huy Nguyen","0","0.6"
"10239674864474861-top-0123","Đau lòng quá anh","0","0.6"
"10239674864474861-top-0124","Nam mô a di đà Phật","0","0.6"
"10239674864474861-top-0125","Địa chỉ cũ là: tổ 1, khu vực 3, thôn Nhơn Mỹ, Phường Nhơn Phú, Tp. quy Nhơn , Bình Định
1 gia đình đang kẹt trên gác, rất cần đồ ăn ạ. Mong được giúp đỡ","0","0.6"
"10239674864474861-top-0126","CẦU CỨU LŨ LỤT!
 Mọi người ơi, có ai ở Thôn Phong Thạnh gần 38 Nguyễn Huệ, Tuy Phước Bình Định không ạ. Người nhà em bị kẹt 1 mình trong nhà bị bệnh và không có đồ ăn ! 

Đội cứu hộ or mn ở gần đó giúp ba e  ít thức ăn với ạ. E cảm ơn nhiều lắm ạ","0","0.6"
"10239674864474861-top-0127","Kính nhờ anh giúp đỡ gia đình ông Lê Văn Trinh, địa chỉ cũ: Đội 3 thôn Phong Niên, xã Hoà Thắng, huyện Phú Hoà tỉnh Phú Yên, địa chỉ mới: Thôn phong niên, xã Phú Hoà 1, tỉnh Đăk Lắk gia đình gồm 1 cụ ông 85 tuổi, 3 cháu nhỏ gồm 1 cháu 7 tuổi, 1 cháu 4 tuổi và 1 cháu dưới 1 tuổi cùng 2 vợi chồng đang bị ngập lụt giờ không còn liên lạc được nữa. Kính nhờ các anh giúp đỡ đưa người nhà chúng tôi về nơi an toàn. Chúng tôi nay ở xa rất lo lắng, đã gọi điện nhiều nơi nhưng không ai bắt máy ạ","0","0.6"
"10239674864474861-top-0128","956 đường 23 tháng 10 xã vĩnh thạnh tp nha trang, 2 vc bạn mình đang ko liên lạc đc từ qua giờ mong mọi ng giúp đỡ.","0","0.6"
"10239674864474861-top-0129","Bình Đinh cả ơi giúp dùm","0","0.6"
"10239674864474861-top-0132","Một xóm ở Tuy Phước Bình Định sau bão đến giờ vẫn chưa có điện trở lại. Trời thì mưa to gió lớn","0","0.6"
"10239674864474861-top-0133","Thương","0","0.6"
"10239674864474861-top-0134","0905195387 - Chú Khánh, Sơn Hòa","0","0.6"
"10239674864474861-top-0135","Tội quá ông trời ơi","0","0.6"
"10239674864474861-top-0137","Xe ngập cabin luôn nhờ hỗ trựo ạ hicc","0","0.6"
"10239674864474861-top-0138","Nam mô a di đà phật","0","0.6"
"10239674864474861-top-0139","Khu Vực gần TP Quy Nhơn - Bình Định.","0","0.6"
"10239674864474861-top-0140","Nghe tiếng kêu cứu khẩn cấp ở Phú Yên mà thương sao các lực lượng quân đội công an đội dân quân tự vệ ,vì xuồng cứu trợ khẩn của các lực lượng vũ trang không có và các đội thiện nguyện trong nam ngoài bắc  ra cứu trợ cho đồng bào  kêu cứu nhiều lắm  đọc tin nhắn mà thương ,mong mọi người bình an","0","0.6"
"10239674864474861-top-0141","Năm mô a Di Đà Phật","0","0.6"
"10239674864474861-top-0144","Thương mọi người.","0","0.6"
"10239674864474861-top-0145","Khu nhơn bình 
480 đào tấn đi vô 
Nhiều nhà ngập lắm rồi anh ơi","0","0.6"
"10239674864474861-reply-0148-0001","Thu Tran ai vậy em.chị coi sáng giờ khóc luôn","0","0.6"
"10239674864474861-top-0152","Mọi người vào khu vực này cứu với!","0","0.6"
"10239674864474861-top-0153","Em lướt thấy bạn này đang cần giúp đỡ ạ","0","0.6"
"10239674864474861-top-0157","Nam mô a di đa phat","0","0.6"
"10239674864474861-top-0159","Oi nam mô a di đà Phật 
Mặt hết rồi","0","0.6"
"10239674864474861-top-0163","Chú Huy ơi, trường hợp này bạn cháu đăng vẫn chưa gọi được cứu hộ, ạ cứu giúp với ạ
Tuyết Vũ","0","0.6"
"10239674864474861-reply-0163-0001","Phan Thu Tài","0","0.6"
"10239674864474861-top-0168","Anh ơi cứu ba mẹ em ,ở ngay dưới cầu bàn thạch tuy hòa,có 2 vc già,từ hôm qua tới giờ ở trên mái nhà,nhờ anh giúp ba mẹ","0","0.6"
"10239674864474861-top-0170","Ga Diêu Trì ngập ko cả nhà?","0","0.6"
"10239674864474861-top-0176","Đau thuong quá, Ông trời ơi!!!!","0","0.6"
"10239674864474861-top-0177","@Cà Rốt","0","0.6"
"10239674864474861-top-0178","Thôn tân long, xuân sơn nam, đồng xuân, phú yên ạ. Ko liên lạc dc ng nhà, nước ngập phả mái, toàn ng lớn tuổi ạ mong được cứu trợ","0","0.6"
"10239674864474861-reply-0178-0001","Việt Trinh huhu nhà ck m ở Đồng Xuân hả","0","0.6"
"10239674864474861-top-0179","Theo dõi tin kg ngủ được mn ơi","0","0.6"
"10239674864474861-top-0180","Cầu cho mn được an toàn","0","0.6"
"10239674864474861-top-0182","Cần cứu hộ ở tuy an phú yên ạ😭","0","0.6"
"10239674864474861-top-0184","Tuy Phước - Bình Định ạ","0","0.6"
"10239674864474861-top-0185","O dau ma nhieu nuoc vay troi","0","0.6"
"10239674864474861-top-0187","Phú Yên","0","0.6"
"10239674864474861-top-0192","Ông trời mưa mãi Tội quá","0","0.6"
"10239674864474861-top-0193","Mong các đội cứu hộ và chính quyến thấy tin của chị ấy giúp đỡ tiếp cận cứu 3 mẹ con của chị ấy với ạ . Gần 2 ngày rồi 3 mẹ con trên mái nhà có 1 bé nhỏ hơn 3 tuổi nữa vừa đói , khát lại vừa lạnh k biết cầm cự nổi k nữa 😭😭😭😭🙏🙏🙏","0","0.6"
